DFT,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
0,-0.07,-0.16,0.6,0.13,0.08,-0.08,-0.05
1,0.8,-0.21,1.85,-0.19,-0.47,-0.08,-0.05
0,1.32,-0.16,1.06,0.12,0.8,-0.08,-0.05
0,0.51,-0.16,1.76,-0.03,1.7,-0.08,-0.05
0,3,-0.16,3,0.42,2.25,-0.08,-0.05
0,2.14,-0.16,-0.53,1.65,1.88,-0.08,-0.05
0,0.87,-0.16,2.82,0.13,0.8,-0.08,-0.05
0,1.78,-0.16,3,0.8,0.8,-0.08,-0.05
0,0.41,-0.16,-0.33,1.03,3,-0.08,-0.05
0,-0.26,-0.16,0.45,-0.13,-0.1,-0.08,-0.05
1,3,-0.21,3,-0.18,-0.47,-0.08,-0.05
0,-0.17,-0.1,0.04,-0.12,0.26,-0.08,-0.05
0,0.07,-0.16,0.03,0.21,0.98,-0.08,-0.05
1,-0.23,-0.21,0.7,-0.2,-0.65,-0.08,-0.05
1,0.77,-0.16,2.82,0.77,2.07,-0.08,-0.05
1,1.33,-0.21,2.58,-0.2,-0.65,-0.08,-0.05
1,0.44,-0.16,2.1,0.11,3,-0.08,-0.05
0,0.62,-0.16,2.06,-0.01,-0.1,-0.08,-0.05
1,0.44,-0.21,0.75,-0.13,0.08,-0.08,-0.05
0,1.02,-0.21,0.96,-0.19,-0.47,1.02,0.45
0,1.46,-0.16,2.9,0.48,0.08,-0.08,-0.05
0,1.06,-0.16,2.44,0.48,3,-0.08,-0.05
1,1.63,-0.21,1.26,-0.2,-0.65,-0.08,-0.05
0,-0.55,3,-0.43,-0.2,-0.29,1.02,0.03
0,-0.02,-0.16,-0.36,0.03,1.88,-0.08,-0.05
0,0.82,0.18,2.2,-0.18,-0.29,0.8,0.29
1,-0.13,-0.27,-0.11,0.09,1.16,-0.08,-0.05
0,0.66,-0.27,0.59,0.31,1.52,1.24,0.13
0,3,-0.27,1.48,0.3,1.7,-0.08,-0.05
1,1.31,-0.21,0.18,1.44,3,-0.08,-0.05
0,0.7,-0.27,-0.13,0.08,0.44,-0.08,-0.05
0,3,-0.27,1.59,2.5,3,-0.08,-0.05
0,0.62,-0.27,-0.2,0.11,1.34,-0.08,-0.05
1,-0.25,-0.21,0.48,-0.19,-0.47,-0.08,-0.05
0,3,-0.27,0.81,0.73,3,-0.08,-0.05
0,1.24,-0.27,1.52,0.12,3,-0.08,-0.05
0,3,-0.27,3,0.85,3,3,3
0,0.25,-0.21,0.25,0.36,0.26,-0.08,-0.05
1,-0.04,-0.21,0.74,-0.2,-0.29,0.36,0.08
0,3,-0.27,2.92,0.02,1.34,-0.08,-0.05
1,0.85,-0.27,1.34,-0.15,-0.1,-0.08,-0.05
0,0.14,-0.27,-0.47,0.66,0.44,-0.08,-0.05
1,0.64,-0.27,-0.29,0.43,1.34,-0.08,-0.05
0,0.5,-0.27,0.16,0.31,2.07,-0.08,-0.05
0,2.3,-0.27,1.02,0.79,0.98,-0.08,-0.05
1,0.07,-0.27,0.16,-0.1,0.08,-0.08,-0.05
0,0.71,-0.27,-0.33,-0.08,0.8,-0.08,-0.05
0,0.41,-0.27,0.59,0.96,2.07,-0.08,-0.05
1,2.51,0.45,0.52,-0.2,-0.65,-0.08,-0.05
1,1.65,-0.27,3,0.17,-0.29,-0.08,-0.05
1,-0.28,3,0.59,-0.2,-0.65,-0.08,-0.05
0,-0.04,-0.27,0.37,-0.19,-0.1,-0.08,-0.05
0,0.02,-0.27,0.13,-0.2,-0.65,-0.08,-0.05
1,3,-0.27,3,1.16,2.97,-0.08,-0.05
0,3,-0.27,1.16,-0.2,-0.65,1.02,0.26
0,0.97,-0.21,1.17,-0.2,-0.29,0.58,0
0,1,-0.27,1.44,1.04,1.7,-0.08,-0.05
1,-0.06,-0.27,1.11,-0.01,0.44,-0.08,-0.05
1,3,-0.21,0.36,-0.09,-0.29,-0.08,-0.05
0,-0.17,-0.27,0.12,-0.14,0.08,-0.08,-0.05
0,1.5,-0.27,1.46,0.03,0.26,-0.08,-0.05
0,1.47,-0.21,3,0,-0.29,1.02,0.19
0,0.85,-0.21,1.09,-0.2,-0.47,0.8,0.25
1,0.25,-0.21,0.42,-0.2,-0.47,0.36,0
1,0.97,-0.21,0.17,-0.07,-0.47,-0.08,-0.05
0,0.69,-0.27,0.12,0.06,0.62,-0.08,-0.05
1,0.46,-0.27,-0.27,0.13,0.26,-0.08,-0.05
1,2.18,-0.16,0.88,-0.02,-0.1,0.14,0.47
0,1.59,-0.27,2.75,-0.02,1.16,-0.08,-0.05
0,3,-0.27,-0.53,0.13,0.08,2.35,2.89
1,0.33,-0.21,1.39,-0.18,-0.29,-0.08,-0.05
1,0.2,-0.21,0.17,-0.2,-0.65,-0.08,-0.05
1,0.82,-0.21,0.44,-0.2,-0.65,-0.08,-0.05
1,1.18,-0.21,0.02,-0.2,-0.65,-0.08,-0.05
1,0.26,-0.21,0.4,-0.2,-0.65,0.14,0
1,0.46,-0.27,1.04,0.51,1.34,-0.08,-0.05
1,1.23,-0.27,0.04,-0.08,-0.1,-0.08,-0.05
0,2.8,-0.27,3,0.54,3,-0.08,-0.05
0,0.39,-0.21,1.87,-0.14,-0.1,1.91,0.13
0,0.97,-0.27,0.75,0.24,1.52,3,2.08
1,0.66,-0.27,-0.21,-0.13,0.62,-0.08,-0.05
1,0.06,-0.21,-0.06,-0.2,-0.47,-0.08,-0.05
0,0.38,-0.27,0.52,-0.03,1.52,-0.08,-0.05
0,1.4,-0.27,-0.18,0.04,0.62,-0.08,-0.05
1,0.12,-0.21,-0.53,-0.2,-0.65,-0.08,-0.05
0,0.38,-0.27,0.29,0.02,0.62,-0.08,-0.05
0,0,-0.27,0.37,0.23,0.26,-0.08,-0.05
0,0.93,-0.27,1.41,0.16,1.52,-0.08,-0.05
0,1.86,-0.21,1.28,-0.2,-0.65,2.79,0.75
0,1.34,-0.27,-0.2,2.01,1.88,-0.08,-0.05
0,0.57,-0.21,1.27,0.51,-0.47,0.8,0.24
0,0.38,-0.27,0.91,-0.15,0.44,-0.08,-0.05
0,0.34,-0.27,0.18,0.55,3,-0.08,-0.05
0,0.52,-0.27,0.19,0.23,3,-0.08,-0.05
0,2.31,-0.27,0.3,3,-0.1,-0.08,-0.05
0,0.99,-0.27,-0.17,1.15,0.26,-0.08,-0.05
0,0.22,-0.27,1.92,-0.04,0.08,-0.08,-0.05
0,0.51,-0.27,0.26,0.96,0.44,-0.08,-0.05
0,0.43,-0.27,0.83,0.11,2.25,-0.08,-0.05
1,0.48,-0.21,0.45,-0.19,-0.47,0.14,0
0,1.77,-0.27,-0.31,0.33,1.88,-0.08,-0.05
1,-0.36,-0.21,-0.2,-0.2,-0.65,0.8,-0.01
0,0.61,-0.27,0.11,1.09,1.16,-0.08,-0.05
0,-0.19,-0.27,-0.01,0.53,0.08,-0.08,-0.05
0,0.68,-0.27,-0.28,0.66,0.8,-0.08,-0.05
1,2.44,-0.21,2.36,-0.17,0.08,-0.08,-0.05
1,-0.35,3,-0.24,-0.2,-0.65,0.14,0
0,1.18,-0.27,0.54,0.22,-0.1,-0.08,-0.05
0,1.32,-0.27,-0.2,2.28,1.52,-0.08,-0.05
1,0.91,-0.27,2.17,-0.09,-0.1,-0.08,-0.05
1,1.7,-0.21,0.38,-0.2,-0.65,0.36,-0.03
0,0.06,-0.21,0.95,-0.15,0.44,-0.08,-0.05
0,-0.08,-0.27,0.26,-0.11,0.26,-0.08,-0.05
0,-0.28,0.68,-0.03,-0.2,-0.65,0.58,0.06
0,0.26,-0.27,-0.02,-0.01,0.62,-0.08,-0.05
1,3,-0.27,3,1.84,3,-0.08,-0.05
0,0.16,-0.27,-0.37,-0.1,-0.29,-0.08,-0.05
0,0.21,-0.27,0.19,0.02,3,-0.08,-0.05
0,0.07,-0.27,0.19,-0.14,0.44,-0.08,-0.05
0,0.2,-0.27,0.36,0.12,0.98,-0.08,-0.05
0,3,-0.27,-0.03,0.88,1.16,-0.08,-0.05
0,0.39,-0.27,0.29,-0.16,-0.1,-0.08,-0.05
0,3,-0.27,3,0.41,3,-0.08,-0.05
0,1.79,-0.27,0.66,0.43,1.52,-0.08,-0.05
0,2.35,-0.27,-0.53,-0.04,0.44,-0.08,-0.05
1,0.97,-0.21,-0.17,-0.2,-0.65,-0.08,-0.05
0,-0.18,-0.27,-0.5,-0.05,0.98,-0.08,-0.05
0,1.41,-0.27,1.18,0.57,-0.1,-0.08,-0.05
0,0.62,-0.27,-0.05,0.16,1.16,-0.08,-0.05
1,0.36,-0.21,-0.45,-0.2,-0.65,-0.08,-0.05
1,0.6,-0.27,1.58,-0.01,0.08,-0.08,-0.05
1,-0.08,-0.21,0.25,-0.15,-0.47,-0.08,-0.05
0,0.16,-0.27,-0.52,-0.09,-0.1,-0.08,-0.05
0,1.21,-0.27,1.25,0.44,1.34,3,3
0,0,-0.16,0.56,-0.2,-0.65,0.58,-0.03
1,0.56,-0.21,0.29,-0.2,-0.29,-0.08,-0.05
1,0.11,-0.27,0.25,-0.06,0.62,-0.08,-0.05
0,1.5,-0.21,0.25,-0.19,-0.1,0.14,0.04
1,2.28,-0.21,-0.05,-0.03,-0.47,-0.08,-0.05
0,0.15,-0.27,-0.49,0.47,0.08,-0.08,-0.05
0,1.3,-0.27,0.94,0.19,0.98,0.8,0.03
0,2.16,-0.27,-0.26,-0.15,-0.47,-0.08,-0.05
0,2.08,-0.27,1.1,0.91,3,-0.08,-0.05
1,-0.41,-0.21,-0.23,-0.2,-0.65,0.36,0.05
0,1.18,-0.27,-0.53,0.48,0.8,0.36,-0.01
1,0.81,-0.21,0.82,-0.18,-0.29,-0.08,-0.05
1,1.35,-0.21,1.81,-0.19,-0.29,-0.08,-0.05
0,0.54,-0.27,0.41,0.51,-0.1,-0.08,-0.05
0,1.51,-0.27,0.51,-0.09,-0.1,-0.08,-0.05
1,0.35,-0.27,0.51,-0.14,0.8,-0.08,-0.05
0,0.24,-0.27,-0.5,0.34,2.43,-0.08,-0.05
0,1.2,-0.27,3,0.69,0.62,-0.08,-0.05
0,-0.06,-0.27,0.04,-0.02,1.34,-0.08,-0.05
0,0.67,-0.27,-0.19,0.13,0.08,3,3
1,1.79,-0.21,-0.5,-0.15,-0.29,-0.08,-0.05
1,1.21,-0.21,0.77,-0.2,-0.65,0.14,0.43
1,2.89,-0.21,1.39,-0.2,-0.65,-0.08,-0.05
0,1.09,-0.27,-0.21,1.2,1.52,-0.08,-0.05
0,1.92,-0.27,1.22,1.09,0.8,-0.08,-0.05
1,0.84,-0.21,0.9,-0.2,-0.47,3,0.11
0,1.17,-0.27,0.74,0.09,0.44,-0.08,-0.05
0,3,-0.27,3,0.76,2.79,-0.08,-0.05
0,-0.15,-0.27,0.11,-0.13,-0.1,-0.08,-0.05
0,0.39,-0.27,-0.53,-0.09,0.26,-0.08,-0.05
1,0.15,-0.21,-0.03,-0.2,-0.65,0.14,0
0,0.02,-0.27,-0.04,0.18,0.08,-0.08,-0.05
1,0.36,-0.21,0.37,-0.2,-0.47,-0.08,-0.05
0,0.61,-0.27,0.44,0.05,0.98,0.14,0.29
1,0.14,-0.21,-0.13,-0.2,-0.65,0.8,0
1,0.07,0.06,0.85,-0.2,-0.65,-0.08,-0.05
0,0.5,-0.27,2.25,-0.03,0.44,-0.08,-0.05
0,-0.18,-0.27,-0.53,0.11,-0.1,-0.08,-0.05
1,-0.04,3,0.12,-0.2,-0.65,-0.08,-0.05
1,1.49,-0.21,-0.37,-0.2,-0.65,-0.08,-0.05
1,2.58,-0.27,2.13,0.22,0.98,0.14,0.05
0,1.46,-0.27,3,-0.2,-0.47,-0.08,-0.05
1,0.41,-0.21,-0.33,-0.2,-0.47,0.36,-0.03
1,0.5,-0.27,0.13,0.09,0.8,-0.08,-0.05
0,0.4,-0.27,1.03,0.14,2.43,-0.08,-0.05
1,0.2,-0.27,1.01,-0.02,0.44,-0.08,-0.05
0,-0.1,-0.27,-0.52,-0.03,0.62,-0.08,-0.05
0,0.63,-0.21,0.5,-0.15,-0.1,1.91,0.65
0,2.89,-0.27,1.44,0.75,3,0.36,-0.01
1,0.17,-0.21,-0.03,-0.2,-0.65,0.14,0
0,-0.04,-0.27,0.75,-0.17,0.08,-0.08,-0.05
1,0.72,-0.21,1.84,-0.19,-0.47,0.36,0.01
1,-0.31,-0.21,0.58,-0.2,-0.65,-0.08,-0.05
1,1.41,-0.21,-0.53,-0.12,-0.1,0.36,-0.03
1,2.56,-0.27,3,0.06,2.25,-0.08,-0.05
1,0.13,-0.16,0.5,-0.02,-0.29,-0.08,-0.05
1,2.39,-0.21,3,-0.16,1.16,-0.08,-0.05
0,1.27,-0.27,0,0.05,0.26,-0.08,-0.05
0,0.15,-0.27,0.91,0.21,3,0.8,-0.04
0,0.01,-0.27,-0.36,-0.1,0.44,-0.08,-0.05
1,0.12,3,0.16,-0.2,-0.65,-0.08,-0.05
0,-0.03,-0.27,-0.17,0.81,0.62,-0.08,-0.05
0,0.92,-0.27,1.34,1.89,2.43,-0.08,-0.05
1,-0.16,-0.21,-0.05,-0.19,-0.47,0.14,-0.03
0,0.18,-0.27,1.01,0.05,0.08,-0.08,-0.05
0,2.48,-0.27,3,0.38,1.52,-0.08,-0.05
0,0.19,-0.27,-0.13,-0.06,1.16,-0.08,-0.05
0,1.93,-0.27,3,0.63,0.26,-0.08,-0.05
0,1.24,-0.27,1.39,-0.1,0.26,-0.08,-0.05
1,-0.22,-0.21,0.24,-0.19,-0.47,0.36,-0.03
0,2.27,-0.27,0.06,0.93,2.25,-0.08,-0.05
1,0.2,-0.27,1.39,-0.13,-0.29,-0.08,-0.05
0,1.04,-0.27,1.11,0.05,2.43,-0.08,-0.05
0,1.96,-0.27,2.7,0.2,2.79,-0.08,-0.05
0,1.85,-0.27,2.42,1.62,0.98,-0.08,-0.05
1,0.21,-0.21,0.04,-0.16,-0.29,0.14,-0.02
0,0.11,-0.27,0.48,-0.07,2.07,-0.08,-0.05
1,0.44,-0.21,0.08,-0.2,-0.65,-0.08,-0.05
1,0.15,-0.21,0.46,-0.2,-0.65,-0.08,-0.05
0,2,-0.27,1.01,0.29,1.34,-0.08,-0.05
0,-0.12,-0.27,-0.2,-0.02,0.8,-0.08,-0.05
0,-0.01,-0.27,1.08,-0.15,-0.29,-0.08,-0.05
0,0.02,-0.27,0.01,-0.07,-0.47,-0.08,-0.05
0,0.03,-0.27,0.63,-0.08,-0.29,-0.08,-0.05
1,2.65,-0.21,2.45,1.77,1.34,-0.08,-0.05
0,0.06,-0.27,0.65,0.17,1.34,-0.08,-0.05
1,0.17,-0.27,-0.19,0.02,3,-0.08,-0.05
1,1.02,-0.27,0.54,0.7,2.79,-0.08,-0.05
1,-0.28,-0.16,-0.25,-0.2,-0.65,0.58,-0.03
0,1.48,-0.27,-0.53,0.26,2.07,-0.08,-0.05
0,2.31,-0.27,-0.21,0.04,0.62,-0.08,-0.05
1,0.27,-0.27,-0.45,1.13,0.08,-0.08,-0.05
0,0.37,-0.27,1.56,0.03,0.62,0.14,0.16
0,0.31,-0.27,0.72,0.01,1.34,-0.08,-0.05
1,0.23,-0.21,-0.04,-0.19,-0.1,-0.08,-0.05
1,0.28,-0.27,0.38,-0.18,-0.29,-0.08,-0.05
1,1.39,-0.21,3,-0.2,-0.65,-0.08,-0.05
0,1.56,-0.27,0.38,0.88,3,-0.08,-0.05
1,0.58,-0.21,0.58,-0.2,-0.65,-0.08,-0.05
0,0.47,-0.27,0.35,1.27,2.43,-0.08,-0.05
1,0.42,-0.27,1.96,-0.13,0.98,-0.08,-0.05
1,3,-0.27,0.43,3,3,-0.08,-0.05
1,0.65,-0.21,3,-0.2,-0.47,-0.08,-0.05
1,0.27,-0.21,0.61,-0.2,-0.65,0.14,0.14
0,0.33,-0.27,0.43,-0.01,-0.1,-0.08,-0.05
0,1.13,-0.27,-0.53,1.76,3,-0.08,-0.05
0,0.33,-0.27,0.01,0.21,1.34,-0.08,-0.05
1,0.53,-0.27,2.33,0.67,1.52,-0.08,-0.05
0,0.66,-0.27,0.7,-0.18,-0.29,-0.08,-0.05
0,0.39,-0.27,-0.45,0.5,1.16,-0.08,-0.05
0,0.53,-0.27,1.5,0.06,0.8,-0.08,-0.05
1,-0.02,-0.21,0.93,-0.16,-0.1,-0.08,-0.05
0,0.76,-0.27,-0.49,0.28,0.98,-0.08,-0.05
0,2.19,-0.21,3,-0.11,-0.47,0.8,0.83
1,1.79,-0.21,2.4,-0.2,-0.65,0.14,-0.02
0,1.21,-0.27,-0.45,1.08,1.34,-0.08,-0.05
1,1.98,-0.21,2.7,-0.17,-0.47,-0.08,-0.05
0,1.16,-0.27,0.98,2.22,3,-0.08,-0.05
0,0.29,-0.27,0.47,-0.14,0.26,-0.08,-0.05
0,1.8,-0.27,2.12,-0.01,0.8,-0.08,-0.05
0,-0.28,-0.27,-0.44,-0.15,-0.29,-0.08,-0.05
1,3,-0.27,3,0.45,1.52,-0.08,-0.05
0,2.47,-0.27,-0.53,0.5,3,-0.08,-0.05
1,0.05,-0.21,0.58,-0.2,-0.65,0.36,0
1,3,-0.27,1.67,0.97,2.79,-0.08,-0.05
1,0.12,-0.27,0.2,-0.13,0.08,-0.08,-0.05
0,0.19,-0.27,-0.17,0.04,0.62,-0.08,-0.05
0,3,-0.27,3,-0.08,0.44,-0.08,-0.05
0,0.12,-0.27,-0.47,0.09,0.62,-0.08,-0.05
0,0.55,-0.27,-0.37,-0.06,1.16,-0.08,-0.05
0,1.05,-0.1,3,-0.04,2.97,-0.08,-0.05
0,0.41,-0.27,1.96,-0.05,0.44,-0.08,-0.05
0,0.62,-0.27,0.21,-0.12,-0.29,-0.08,-0.05
1,0.26,-0.27,-0.47,0.22,1.7,-0.08,-0.05
0,0.66,-0.27,0.71,0.89,1.34,-0.08,-0.05
1,-0.23,2.12,0.47,-0.19,-0.47,-0.08,-0.05
0,1.88,-0.27,0.49,1.51,1.52,0.8,1.27
0,1,-0.27,2.35,0.02,1.16,-0.08,-0.05
0,2.51,-0.27,-0.53,-0.04,-0.1,-0.08,-0.05
0,0.1,-0.27,-0.05,0.13,1.34,1.69,0.61
1,-0.52,-0.21,-0.52,-0.2,-0.65,-0.08,-0.05
0,2.46,-0.21,3,-0.05,-0.47,1.02,0.08
0,0.8,-0.27,0.21,0.24,2.61,-0.08,-0.05
1,1.73,-0.21,1.61,-0.2,-0.47,0.36,0.08
0,0.32,-0.21,0.61,-0.2,-0.47,0.36,0.04
0,-0.02,-0.27,0.68,-0.15,0.44,-0.08,-0.05
0,0.4,-0.27,1.98,-0.1,-0.29,-0.08,-0.05
0,1.92,-0.27,2.04,-0.12,0.26,-0.08,-0.05
1,0.31,-0.21,0.47,-0.2,-0.65,-0.08,-0.05
0,0.66,-0.27,0.08,0.05,0.8,-0.08,-0.05
0,0.79,-0.27,1.19,0.04,1.7,-0.08,-0.05
1,-0.01,-0.27,-0.53,0.63,0.44,-0.08,-0.05
0,2.88,-0.27,-0.53,0.2,1.16,-0.08,-0.05
1,-0.06,-0.27,0.75,-0.14,0.26,-0.08,-0.05
0,0.41,-0.27,0.74,-0.04,0.98,-0.08,-0.05
0,3,-0.21,0.49,3,3,-0.08,-0.05
0,1.52,-0.27,-0.04,0.08,0.62,-0.08,-0.05
0,0.71,-0.27,-0.41,0.65,1.16,-0.08,-0.05
1,0.04,-0.16,-0.25,-0.2,-0.47,-0.08,-0.05
0,0.77,-0.27,1.3,1.1,2.79,-0.08,-0.05
1,-0.23,-0.21,-0.21,-0.19,-0.47,0.14,-0.03
0,0.48,-0.27,1.36,0.12,1.52,-0.08,-0.05
1,3,-0.21,3,-0.15,-0.47,0.14,0.27
1,1.33,-0.27,0.65,0.21,-0.1,-0.08,-0.05
1,0.23,-0.21,0.04,-0.19,-0.47,1.69,-0.03
0,0.66,-0.27,-0.53,0.59,2.79,-0.08,-0.05
1,0.59,-0.27,1.27,0.07,1.7,-0.08,-0.05
1,0.5,-0.16,1.18,-0.13,-0.29,-0.08,-0.05
0,0.76,-0.21,-0.34,-0.15,-0.47,0.36,0.3
0,3,-0.27,2.41,3,1.52,-0.08,-0.05
0,2.01,-0.27,1.29,0.75,2.97,-0.08,-0.05
1,-0.15,-0.16,0.02,-0.19,-0.29,0.8,-0.02
1,0.04,-0.21,-0.31,-0.2,-0.47,-0.08,-0.05
0,1.26,-0.27,3,-0.05,1.16,-0.08,-0.05
0,-0.15,-0.27,0.35,-0.06,2.07,-0.08,-0.05
1,0.42,-0.21,-0.45,-0.2,-0.47,0.14,0.11
0,0.02,-0.27,-0.47,-0.13,0.44,0.14,-0.03
1,0.14,0.01,1.19,-0.2,-0.29,-0.08,-0.05
0,-0.16,-0.27,0.15,0.26,1.88,-0.08,-0.05
1,1.05,-0.27,3,0.22,1.52,-0.08,-0.05
0,1.07,-0.21,1.14,-0.07,-0.1,0.36,0.09
0,0.25,-0.27,0.85,-0.11,0.08,-0.08,-0.05
0,0.05,-0.27,-0.19,0.08,3,-0.08,-0.05
0,-0.44,-0.27,-0.38,-0.07,-0.29,-0.08,-0.05
0,-0.11,-0.27,-0.06,0.09,0.26,-0.08,-0.05
0,0.68,-0.27,1.51,0.2,0.26,-0.08,-0.05
1,2.59,-0.21,0.93,0.81,-0.29,0.14,0.04
1,0.71,-0.27,1.29,0.1,2.43,-0.08,-0.05
0,0.59,-0.27,0.33,-0.11,1.34,0.14,-0.05
1,2.01,-0.27,-0.01,0.76,-0.29,-0.08,-0.05
1,2.1,-0.21,3,0.09,-0.47,-0.08,-0.05
0,0.56,-0.27,0.47,-0.12,0.08,-0.08,-0.05
0,0.8,-0.27,-0.19,0.98,-0.29,-0.08,-0.05
1,0.4,-0.21,-0.07,-0.2,-0.47,-0.08,-0.05
1,2.06,-0.27,3,0.05,1.34,-0.08,-0.05
0,0.12,-0.27,-0.53,0.54,-0.29,-0.08,-0.05
0,0.88,-0.27,1.06,-0.07,-0.29,-0.08,-0.05
1,-0.57,-0.21,-0.42,-0.2,-0.65,-0.08,-0.05
0,2.1,-0.27,-0.5,3,1.88,-0.08,-0.05
1,1.26,-0.21,2.18,-0.19,-0.47,-0.08,-0.05
0,-0.15,-0.27,-0.31,0.27,0.98,-0.08,-0.05
0,0.5,-0.21,0.45,-0.2,-0.65,1.91,0.05
0,2,-0.27,-0.53,0.45,1.34,-0.08,-0.05
1,2.07,-0.21,3,-0.15,0.08,-0.08,-0.05
0,1.09,-0.27,1.43,0.11,1.16,-0.08,-0.05
0,0.23,-0.21,0.79,0.37,2.61,-0.08,-0.05
1,1.28,-0.21,3,-0.09,0.08,-0.08,-0.05
0,2.04,-0.27,0.45,0.59,2.25,-0.08,-0.05
0,0.73,-0.27,0.43,-0.11,-0.29,-0.08,-0.05
0,0.2,-0.27,0.35,1.12,0.26,-0.08,-0.05
0,0.03,-0.27,1.06,-0.16,0.08,-0.08,-0.05
1,0.33,-0.21,0.6,-0.18,-0.29,0.8,-0.04
1,-0.28,3,0.44,-0.2,-0.65,0.36,-0.02
0,0.21,-0.27,-0.3,0.36,-0.1,-0.08,-0.05
0,0.26,-0.27,1.59,-0.16,0.26,-0.08,-0.05
0,0.27,-0.27,0.82,0.73,-0.29,-0.08,-0.05
0,-0.09,-0.27,0.07,-0.17,-0.47,-0.08,-0.05
0,1.32,-0.27,-0.53,0.71,2.97,-0.08,-0.05
0,1.31,-0.27,0.57,0.2,1.16,-0.08,-0.05
1,-0.18,-0.21,-0.17,-0.2,-0.65,0.14,-0.03
0,3,-0.27,0.69,3,1.52,0.14,1.21
1,-0.03,-0.21,-0.5,-0.2,-0.65,-0.08,-0.05
0,1.86,-0.27,0.89,2.48,0.8,0.8,1.85
0,0.15,-0.27,-0.02,0.14,0.26,-0.08,-0.05
0,-0.21,-0.21,0.54,-0.2,-0.65,1.02,0
1,0.07,-0.21,1.04,-0.07,-0.1,0.14,0.02
1,0.14,-0.21,1.06,-0.2,-0.65,0.36,0
0,0.41,-0.27,0.08,1.12,2.79,-0.08,-0.05
0,0.74,-0.27,2.67,-0.08,0.62,-0.08,-0.05
0,0.85,-0.27,0.59,-0.08,0.26,-0.08,-0.05
0,3,-0.27,1.04,3,1.88,0.14,1.42
0,2.46,-0.27,1.55,0.65,3,-0.08,-0.05
1,3,-0.27,2.1,0.65,3,-0.08,-0.05
0,0.25,-0.27,0.72,0.39,-0.1,-0.08,-0.05
0,-0.19,-0.27,-0.1,-0.2,-0.65,-0.08,-0.05
1,0.66,-0.21,-0.47,-0.2,-0.65,-0.08,-0.05
0,0.33,-0.27,1.57,-0.11,-0.47,-0.08,-0.05
0,0.8,-0.27,2.12,-0.05,0.62,-0.08,-0.05
1,1.43,-0.21,-0.17,0.11,0.08,-0.08,-0.05
0,0.82,-0.27,0.41,1.43,2.25,-0.08,-0.05
0,3,-0.27,-0.53,3,3,3,3
0,0.1,-0.27,1.5,-0.16,-0.1,-0.08,-0.05
1,0.01,-0.21,-0.36,-0.2,-0.47,-0.08,-0.05
1,-0.06,-0.21,-0.53,-0.18,-0.47,-0.08,-0.05
0,1.2,-0.27,-0.42,0.62,0.8,-0.08,-0.05
0,0.37,-0.27,0.14,0.23,1.52,-0.08,-0.05
0,0.03,-0.27,-0.53,-0.14,1.16,-0.08,-0.05
0,1.79,-0.27,-0.53,1.35,2.79,0.14,0.04
0,3,-0.27,-0.52,0.56,0.08,-0.08,-0.05
1,-0.57,3,-0.29,-0.2,-0.47,0.8,0.09
0,1.49,-0.27,0.72,0.37,2.25,-0.08,-0.05
0,1.02,-0.27,2.25,0.1,0.26,-0.08,-0.05
0,2.18,-0.27,-0.53,0.26,1.88,-0.08,-0.05
0,0.79,-0.21,-0.32,0.06,0.26,0.8,0.16
1,0.88,-0.21,-0.12,-0.14,-0.47,-0.08,-0.05
1,0.45,-0.21,1.39,-0.2,-0.65,-0.08,-0.05
1,-0.65,3,-0.47,-0.2,-0.65,-0.08,-0.05
0,0.74,-0.27,2.06,0.43,1.16,0.36,0.02
0,1.47,-0.27,-0.52,0.82,0.98,-0.08,-0.05
1,0.87,-0.27,1.12,0.35,-0.29,-0.08,-0.05
1,0.95,-0.21,0.11,-0.17,-0.29,-0.08,-0.05
0,0.01,-0.27,0.16,-0.2,-0.29,-0.08,-0.05
0,1.98,-0.27,-0.13,-0.06,0.26,-0.08,-0.05
1,0.3,-0.21,0.02,-0.2,-0.65,-0.08,-0.05
1,0.22,-0.21,-0.28,-0.2,-0.65,-0.08,-0.05
1,2.42,-0.21,3,-0.2,-0.65,-0.08,-0.05
0,0.24,-0.21,0.15,-0.2,-0.65,0.14,0.12
1,1.3,-0.27,0.15,0.1,0.44,-0.08,-0.05
1,3,-0.27,3,2.47,2.25,-0.08,-0.05
0,-0.18,-0.27,-0.03,-0.19,-0.47,-0.08,-0.05
0,0.26,-0.27,1.5,-0.08,0.08,-0.08,-0.05
0,-0.21,-0.27,0.22,0.3,2.25,-0.08,-0.05
1,-0.44,2.35,-0.19,-0.2,-0.65,-0.08,-0.05
1,1.48,-0.27,-0.03,-0.12,0.26,-0.08,-0.05
1,2.92,-0.27,1.67,0.04,1.52,-0.08,-0.05
1,0.22,-0.21,-0.45,-0.2,-0.65,0.14,0
0,0.57,-0.27,-0.12,1.13,0.26,-0.08,-0.05
0,-0.18,-0.27,0.18,-0.15,-0.29,-0.08,-0.05
0,0.15,-0.27,0.98,0.95,3,-0.08,-0.05
1,0.74,-0.27,0.47,0.04,0.08,-0.08,-0.05
1,0.05,-0.16,0.19,-0.2,-0.47,-0.08,-0.05
1,0.88,-0.21,0.36,-0.12,-0.29,0.14,0.04
1,0.69,-0.21,-0.32,-0.2,-0.65,0.14,0
0,0.1,-0.27,0.33,-0.08,1.16,-0.08,-0.05
